category_slug,category_name,category_url,product_url,title,vendor,price_current_text,price_current_value,price_compare_text,price_compare_value,currency,sale_badge,sold_out,weight_carat,clarity,size_mm,colour,shape_cut,origin,heated,certificate,sku,desc_h2,desc_h4,raw_description_text,product_id,variant_id,og_image,image_urls_concat,scraped_at
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-2,Blue Sapphire 3.03 carat,J N Gems,"Rs 755,200.00",755200.0,,,LKR,True,False,3.03,Eye Clean,9.1x7.1x5.2 mm,Royal blue,Oval mix,Sri Lanka,true,,JNBS303,,,Weight (carat): 3.03 Clarity: Eye Clean Size: 9.1x7.1x5.2 mm Colour: Royal blue Shape and Cut: Oval mix Origin: Sri Lanka Heated: true Certificate: SKU: JNBS303 Blue Sapphire 3.03 carat Size : 9.1x7.1x5.2 mm Shape : Oval mix cut Treatment : Heated Color : Royal Blue,7510754394321,42362181681361,http://jngems.com/cdn/shop/files/blue-sapphire-303-carat-445917.jpg?v=1746414820,,2025-09-02T05:32:11.031573+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-13-26-carat,Blue Sapphire 13.26 carat,jngems,"Rs 692,000.00",692000.0,,,LKR,True,False,13.26,Eye Clean,Mix size mm,Vivid Blue,Oval,Sri Lanka,true,,JNBS1326,Blue Sapphire,,"Weight (carat): 13.26 Clarity: Eye Clean Size: Mix size mm Colour: Vivid Blue Shape and Cut: Oval Origin: Sri Lanka Heated: true Certificate: SKU: JNBS1326 Blue Sapphire This Blue Sapphire bracelet or necklace features 16 pieces of oval-shaped, 13.26 carat stones with a vivid royal blue hue. Made of exquisite sapphires from Sri Lanka, this stunning piece is a perfect addition to any jewelry collection. Experience the timeless elegance and luxurious quality of these gemstones.",7507322699985,42352178430161,http://jngems.com/cdn/shop/files/blue-sapphire-1326-carat-930670.jpg?v=1746414795,,2025-09-02T05:32:12.913761+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-11-63-carat,Blue Sapphire 11.63 carat,jngems,"Rs 692,000.00",692000.0,,,LKR,True,False,11.63,Eye Clean,Mix size mm,Royal Blue,Oval,Sri Lanka,true,,JNBS1163,Blue Sapphire,,"Weight (carat): 11.63 Clarity: Eye Clean Size: Mix size mm Colour: Royal Blue Shape and Cut: Oval Origin: Sri Lanka Heated: true Certificate: SKU: JNBS1163 Blue Sapphire Expertly crafted with 19 pieces of stunning Royal Blue sapphires from Sri Lanka, the Blue Sapphire 11.63 carat is the perfect addition to any bracelet or necklace. Boasting vibrant colors and an elegant oval shape, this piece is sure to impress. Elevate your jewelry collection with this exquisite gemstone.",7507290816721,42352137797841,http://jngems.com/cdn/shop/files/blue-sapphire-1163-carat-876539.jpg?v=1746414782,,2025-09-02T05:32:17.534176+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-8-98-carat,Blue Sapphire 8.98 carat,jngems,"Rs 692,000.00",692000.0,,,LKR,True,False,8.98,Eye Clean,Mix size mm,Royal Blue,Oval,Sri Lanka,true,,JNBS898,Blue Sapphire,,"Weight (carat): 8.98 Clarity: Eye Clean Size: Mix size mm Colour: Royal Blue Shape and Cut: Oval Origin: Sri Lanka Heated: true Certificate: SKU: JNBS898 Blue Sapphire This Blue Sapphire bracelet or necklace features 16 pieces of oval-shaped, 8.98 carat stones with a vivid royal blue hue. Made of exquisite sapphires from Sri Lanka, this stunning piece is a perfect addition to any jewelry collection. Experience the timeless elegance and luxurious quality of these gemstones.",7507280822481,42352126230737,http://jngems.com/cdn/shop/files/blue-sapphire-898-carat-294820.jpg?v=1746414816,,2025-09-02T05:32:20.185168+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-17-82-carat,Blue Sapphire 17.82 carat,jngems,"Rs 678,100.00",678100.0,,,LKR,True,False,17.82,Clean,Mix mm,Royal Blue,Oval carving,Sri Lanka,true,,JNBS1782,Cornflower Blue sapphire,,"Weight (carat): 17.82 Clarity: Clean Size: Mix mm Colour: Royal Blue Shape and Cut: Oval carving Origin: Sri Lanka Heated: true Certificate: SKU: JNBS1782 Cornflower Blue sapphire Weight : 17.82 carat Size : Free sizes Shape & cut : oval carving Color : Royal Blue Clarity : clean Treatment : Heated This exquisite 17.82 carat Royal blue Ceylon sapphire, free sizes features a unique step oval With clean clarity and enhanced through heating, this sapphire showcases a vibrant Royal blue hue. Its exceptional brilliance and pristine quality make it an ideal choice for elegant fine jewelry.",7469499875537,42238110564561,http://jngems.com/cdn/shop/files/blue-sapphire-1782-carat-583032.jpg?v=1746414835,,2025-09-02T05:32:23.033702+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-1-19-carat-1,Blue Sapphire 1.19 carat,J N Gems,"Rs 131,000.00",131000.0,,,LKR,True,False,1.19,Clean,6.7x5.7x4.2 mm,Medium Blue,Pear step,Sri Lanka,true,,JNBS119,Blue Sapphire,,Weight (carat): 1.19 Clarity: Clean Size: 6.7x5.7x4.2 mm Colour: Medium Blue Shape and Cut: Pear step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS119 Blue Sapphire Size :6.7x5.7x4.30mm Weight : 1.19carat Shape: pear shape,7469499318481,42238106337489,http://jngems.com/cdn/shop/files/blue-sapphire-119-carat-143011.jpg?v=1746414783,,2025-09-02T05:32:25.545263+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-1-07-carat,Blue Sapphire 1.07 carat,jngems,"Rs 197,300.00",197300.0,,,LKR,True,False,1.07,Clean,7.3x5.5 mm,Royal Blue,Oval Step,Sri Lanka,true,,JNBS107,Cornflower Blue sapphire,,"Weight (carat): 1.07 Clarity: Clean Size: 7.3x5.5 mm Colour: Royal Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS107 Cornflower Blue sapphire Weight : 1.07 carat Size : 7.3x 5.5 mm Shape & cut : oval step Color : Royal Blue Clarity : loupe clean Treatment : Heated This exquisite 1.07 carat Royal blue Ceylon sapphire, measuring 7.3x 5.5mm features a unique step oval With loupe clean clarity and enhanced through heating, this sapphire showcases a vibrant Royal blue hue. Its exceptional brilliance and pristine quality make it an ideal choice for elegant fine jewelry.",7469499056337,42238105256145,http://jngems.com/cdn/shop/files/blue-sapphire-107-carat-539539.jpg?v=1746414840,,2025-09-02T05:32:28.472727+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-1-60-carat,Blue Sapphire 1.60 carat,jngems,"Rs 197,300.00",197300.0,,,LKR,True,False,1.60,Clean,7.5x5.8 mm,Royal Blue,Cushion Step,Sri Lanka,true,,JNBS160,Cornflower Blue sapphire,,"Weight (carat): 1.60 Clarity: Clean Size: 7.5x5.8 mm Colour: Royal Blue Shape and Cut: Cushion Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS160 Cornflower Blue sapphire Weight : 1.60carat Size : 7.5x5.8mm Shape & cut : cushion step Color : Royal Blue Clarity : loupe clean Treatment : Heated This exquisite 1.60 carat Royal blue Ceylon sapphire, measuring 7.5x5.8mm, features a unique step cushion With loupe clean clarity and enhanced through heating, this sapphire showcases a vibrant Royal blue hue. Its exceptional brilliance and pristine quality make it an ideal choice for elegant fine jewelry.",7469498663121,42238103847121,http://jngems.com/cdn/shop/files/blue-sapphire-160-carat-258349.jpg?v=1746414854,,2025-09-02T05:32:31.200807+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/natural-blue-sapphire-1-51-carat,Natural Blue Sapphire 1.51 carat,J N Gems,"Rs 231,200.00",231200.0,,,LKR,True,False,1.51,Clean,8x6x3mm mm,Medium Blue,Cushion step,Sri Lanka,true,,JNBS152,Blue Sapphire,,"Weight (carat): 1.51 Clarity: Clean Size: 8x6x3mm mm Colour: Medium Blue Shape and Cut: Cushion step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS152 Blue Sapphire Blue sapphire, Size :8x6x3.0mm Weight : 1.51 carat Cushion mixed cut",7469498106065,42238101487825,http://jngems.com/cdn/shop/files/natural-blue-sapphire-151-carat-759181.jpg?v=1746414773,,2025-09-02T05:32:33.084880+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-1-19-carat,Blue Sapphire 1.19 carat,jngems,"Rs 200,400.00",200400.0,,,LKR,True,False,1.19,Loupe Clean,6.3x.6.4mm mm,Medium Blue,Heart Step,Sri Lanka,true,,JNBS119,Blue sapphire,,"Weight (carat): 1.19 Clarity: Loupe Clean Size: 6.3x.6.4mm mm Colour: Medium Blue Shape and Cut: Heart Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS119 Blue sapphire Weight : 1.19 carat Size : 6.3x6.4mm Shape & cut : Heart / Flower Brilliant Clarity : loupe clean Treatment : Un Heated Presenting an exquisite Medium Blue Sapphire, weighing 1.19 carats, with dimensions of 6.3x.6.4mm. This gem features a unique step and flower brilliant cut, enhancing its natural beauty and maximizing its brilliance. Its vibrant cornflower blue hue is both captivating and rare, making it a highly desirable gemstone. This sapphire is loupe clean, indicating flawless clarity with no visible inclusions even under 10x magnification, ensuring the stone's pure and unblemished appearance. The gem has undergone professional heating, a common and accepted treatment to enhance its color and clarity, ensuring its stunning blue shade is permanently preserved. Sourced from Sri Lanka, known for producing some of the world's finest sapphires, this 1.19 carat Blue Sapphire is a perfect choice for high-end jewelry. Whether set in a ring, pendant, or another piece of fine jewelry, this sapphire's exceptional color, clarity, and cut make it an elegant and timeless treasure.",7448956633297,42183978451153,http://jngems.com/cdn/shop/files/blue-sapphire-119-carat-368232.jpg?v=1746414838,,2025-09-02T05:32:38.454538+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/natural-cornflower-blue-sapphire-2-80-carat,Natural Cornflower Blue Sapphire 2.80 carat,jngems,"Rs 949,300.00",949300.0,,,LKR,True,False,2.80,Loupe Clean,8.8x7.5x5.4mm mm,Cornflower Blue,Oval Mixed,Sri Lanka,true,,JNBS280,Cornflower Blue Sapphire,,"Weight (carat): 2.80 Clarity: Loupe Clean Size: 8.8x7.5x5.4mm mm Colour: Cornflower Blue Shape and Cut: Oval Mixed Origin: Sri Lanka Heated: true Certificate: SKU: JNBS280 Cornflower Blue Sapphire Weight :2.80 carat size 8.8x7.0x5.40 mm This cornflower blue spinel you described sounds exquisite and ideal for a high-end jewelry piece, particularly a ladies' ring. Here are the key features summarized and their implications: 1.Weight: 2.80 carat This is a substantial size for a gemstone, making it quite noticeable and likely the centerpiece of any jewelry piece. 2. Size: 8.8 x 7.0 x 5.40 mm These dimensions indicate a well-proportioned stone with a good depth, which can contribute to its brilliance and presence. 3. Color : Beautiful cornflower blue Cornflower blue is a highly prized color in gemstones, often associated with high-quality sapphires. This color is characterized by its medium-light tone and pure blue hue. 4. Clarity: Loupe clean The absence of visible inclusions under 10x magnification denotes a high level of clarity, enhancing the stone's overall appearance and value. 5. Luster : Good luster This refers to the way light interacts with the surface of the gemstone, contributing to its brilliance and visual appeal. 6.Setting Recommendation: Good for a ladies' ring with white gold White gold is a great choice for setting this spinel, as it complements the blue color, providing a sleek and modern look. White gold also offers durability, which is important for everyday wear in rings. Design Considerations for the Ring: Prong Setting: A prong setting will maximize the visibility of the gemstone, showcasing its color and clarity. Halo Setting : Surrounding the spinel with small diamonds can add sparkle and enhance the overall visual impact of the ring. Solitaire Setting : A solitaire setting focuses all attention on the spinel, allowing its beauty to stand out. Vintage or Contemporary Design : Depending on personal taste, the ring can feature intricate vintage details or sleek modern lines. Maintenance Tips: Regular Cleaning : Keep the stone and setting clean to maintain their brilliance. Use mild soap and water, and avoid harsh chemicals. Check the Setting: Periodically ensure that the setting is secure, especially with prong settings, to prevent the gemstone from becoming loose. Store Properly : When not wearing the ring, store it in a soft cloth or padded jewelry box to avoid scratches and damage. This stunning cornflower blue spinel will make a remarkable and elegant statement piece in a white gold ring, perfect for a sophisticated and timeless look.",7444118864081,42171656700113,http://jngems.com/cdn/shop/files/natural-cornflower-blue-sapphire-280-carat-624885.jpg?v=1746414925,,2025-09-02T05:32:41.014971+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/royal-blue-sapphire-0-96carat,Royal Blue Sapphire 0.96carat,J N Gems,"Rs 104,800.00",104800.0,,,LKR,True,False,0.96,Loupe clean,7.8x6.0mm mm,Royal Blue,Pear mix brilliant,Ceylon,true,,JNBS096,"the Royal Blue Sapphire. With an impressive weight of 0.96 carats, this majestic gem commands attention with its captivating Pear step cut, measuring 7.8x.6.0mm. Its top-tier clarity and exceptional cutting quality ensure a mesmerizing brilliance that dazzles from every angle. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",,"Weight (carat): 0.96 Clarity: Loupe clean Size: 7.8x6.0mm mm Colour: Royal Blue Shape and Cut: Pear mix brilliant Origin: Ceylon Heated: true Certificate: SKU: JNBS096 the Royal Blue Sapphire. With an impressive weight of 0.96 carats, this majestic gem commands attention with its captivating Pear step cut, measuring 7.8x.6.0mm. Its top-tier clarity and exceptional cutting quality ensure a mesmerizing brilliance that dazzles from every angle. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",7444113817809,42171604402385,http://jngems.com/cdn/shop/files/royal-blue-sapphire-096carat-579494.jpg?v=1746414822,,2025-09-02T05:32:43.541842+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/ceylon-royal-blue-sapphire-1-37-carat,Ceylon Royal Blue Sapphire 1.37 carat,J N Gems,"Rs 161,900.00",161900.0,,,LKR,True,False,1.37,Loupe clean,7x6mm mm,Royal Blue,Cushion mix brilliant,,,,JNBS137,"the Royal Blue Sapphire. With an impressive weight of 1.37 carats, this majestic gem commands attention with its captivating cushion step cut, measuring 7.0x.6.0mm. Its top-tier clarity and exceptional cutting quality ensure a mesmerizing brilliance that dazzles from every angle. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",,"Weight (carat): 1.37 Clarity: Loupe clean Size: 7x6mm mm Colour: Royal Blue Shape and Cut: Cushion mix brilliant Origin: Heated: Certificate: SKU: JNBS137 the Royal Blue Sapphire. With an impressive weight of 1.37 carats, this majestic gem commands attention with its captivating cushion step cut, measuring 7.0x.6.0mm. Its top-tier clarity and exceptional cutting quality ensure a mesmerizing brilliance that dazzles from every angle. Originating from Sri Lanka, renowned for producing some of the world's finest blue sapphires, this gem showcases a rich, deep hue that embodies timeless elegance. this Royal Blue Sapphire is a true masterpiece of nature's finest craftsmanship.",7444111556817,42171581661393,http://jngems.com/cdn/shop/files/ceylon-royal-blue-sapphire-137-carat-411075.jpg?v=1746414815,,2025-09-02T05:32:46.234574+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/3-13-carat-blue-sapphire,Blue Sapphire 3.13 carat,J N Gems,"Rs 770,600.00",770600.0,,,LKR,True,False,3.13,Clean,10.2x7.7x4.5mm mm,Medium,Oval Brilliant mixed,Sri Lanka,true,,JNBS313,Blue Sapphire 3.13 carat,,Weight (carat): 3.13 Clarity: Clean Size: 10.2x7.7x4.5mm mm Colour: Medium Shape and Cut: Oval Brilliant mixed Origin: Sri Lanka Heated: true Certificate: SKU: JNBS313 Blue Sapphire 3.13 carat Size : 10.2x7.7mm Shape : Oval step brilliant cut Treatment : Heated Color : Medium Blue,7444108280017,42171552006353,http://jngems.com/cdn/shop/files/blue-sapphire-313-carat-436857.jpg?v=1746414781,,2025-09-02T05:32:48.083117+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/2-68-carat-unheated-blue-sapphire,2.68 carat Unheated Blue Sapphire,J N Gems,"Rs 266,600.00",266600.0,,,LKR,True,False,2.68,Clean,7.8x7.5x5.2mm mm,Medium,Cushion Brilliant mixed,Sri Lanka,false,,,Unheated Blue Sapphire 2.68 carat,,Weight (carat): 2.68 Clarity: Clean Size: 7.8x7.5x5.2mm mm Colour: Medium Shape and Cut: Cushion Brilliant mixed Origin: Sri Lanka Heated: false Certificate: SKU: Unheated Blue Sapphire 2.68 carat Size : 7.8x7.5x5.2mm Shape : cushion step brilliant cut,7444103168209,42171511537873,http://jngems.com/cdn/shop/files/268-carat-unheated-blue-sapphire-114723.jpg?v=1746414773,,2025-09-02T05:32:50.353103+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/royal-blue-sapphire-2-16-carat,Royal Blue Sapphire 2.16 carat,jngems,"Rs 332,900.00",332900.0,,,LKR,True,False,2.87,Eye Clean,8.0mm mm,Royal Blue,Oval Step,Sri Lanka,true,,JNBS216,Royal Blue sapphire,,Weight (carat): 2.87 Clarity: Eye Clean Size: 8.0mm mm Colour: Royal Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS216 Royal Blue sapphire Weight : 2.16 carat Size : 7.0x6.5mm Shape & cut : Step / Flower Brilliant Clarity : eye clean Treatment : Heated,7443218956497,42169785581777,http://jngems.com/cdn/shop/files/royal-blue-sapphire-216-carat-717981.jpg?v=1746414810,,2025-09-02T05:32:53.355210+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/royal-blue-sapphire-2-87-carat,Royal Blue Sapphire 2.87 carat,jngems,"Rs 456,200.00",456200.0,,,LKR,True,False,2.87,Eye Clean,8.0mm mm,Royal Blue,Round Step,Sri Lanka,true,,JNBS287,Royal Blue sapphire,,"Weight (carat): 2.87 Clarity: Eye Clean Size: 8.0mm mm Colour: Royal Blue Shape and Cut: Round Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS287 Royal Blue sapphire Weight : 2.87carat Size : 8.0mm Shape & cut : Step / Flower Brilliant Clarity : eye clean Treatment : Heated Introducing a magnificent Royal Blue Sapphire, weighing 2.87 carats and measuring 8.0mm in diameter. This exceptional gemstone is masterfully cut in a step and flower brilliant style, which enhances its inherent brilliance and radiance. The sapphire displays a deep, enchanting royal blue hue, renowned for its intensity and allure. It is eye-clean, indicating no visible inclusions to the naked eye, ensuring a pristine and striking appearance. Professionally heated, this treatment has been applied to enhance the stone's vibrant color and clarity, securing its beautiful royal blue shade permanently. Sourced from renowned origins, this 2.87-carat Royal Blue Sapphire is an ideal centerpiece for luxurious jewelry designs. Whether set in a ring, pendant, or any bespoke piece, its exquisite color, clarity, and cut make it a timeless and elegant gem, destined to captivate and impress.",7443213287633,42169762840785,http://jngems.com/cdn/shop/files/royal-blue-sapphire-287-carat-252579.jpg?v=1746414794,,2025-09-02T05:32:55.987035+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/cornflower-blue-sapphire-2-09,Cornflower Blue Sapphire 2.09,jngems,"Rs 425,400.00",425400.0,,,LKR,True,False,2.09,Loupe Clean,8.7x6.5mm mm,Royal Blue,Oval Step,Sri Lanka,true,,JNBS209,Cornflower Blue sapphire,,"Weight (carat): 2.09 Clarity: Loupe Clean Size: 8.7x6.5mm mm Colour: Royal Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS209 Cornflower Blue sapphire Weight : 2.09 carat Size : 8.7x6.5mm Shape & cut : Step / Flower Brilliant Clarity : loupe clean Treatment : Heated Presenting an exquisite Cornflower Blue Sapphire, weighing 2.09 carats, with dimensions of 8.7x6.5mm. This gem features a unique step and flower brilliant cut, enhancing its natural beauty and maximizing its brilliance. Its vibrant cornflower blue hue is both captivating and rare, making it a highly desirable gemstone. This sapphire is loupe clean, indicating flawless clarity with no visible inclusions even under 10x magnification, ensuring the stone's pure and unblemished appearance. The gem has undergone professional heating, a common and accepted treatment to enhance its color and clarity, ensuring its stunning blue shade is permanently preserved. Sourced from Sri Lanka, known for producing some of the world's finest sapphires, this 2.09-carat Cornflower Blue Sapphire is a perfect choice for high-end jewelry. Whether set in a ring, pendant, or another piece of fine jewelry, this sapphire's exceptional color, clarity, and cut make it an elegant and timeless treasure.",7443194216657,42169677283537,http://jngems.com/cdn/shop/files/cornflower-blue-sapphire-209-675231.jpg?v=1746414790,,2025-09-02T05:33:02.173370+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/cornflower-blue-sapphire-4-39,Cornflower Blue Sapphire 4.35,jngems,"Rs 1,186,600.00",1186600.0,,,LKR,True,False,4.35,Eye Clean,11x9.0mm mm,Cornflower Blue,Oval Step,Sri Lanka,true,,JNBS439,Cornflower Blue sapphire,,"Weight (carat): 4.35 Clarity: Eye Clean Size: 11x9.0mm mm Colour: Cornflower Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS439 Cornflower Blue sapphire Weight : 4.35 Size : 11x9.0mm Shape & cut : Step / Flower Brilliant Clarity : Eye clean Treatment : Heated This stunning 4.35-carat Cornflower Blue Sapphire is a true masterpiece, featuring an oval step cut that measures 11x9mm. Its mesmerizing cornflower blue hue, renowned for its vivid and pure color, is complemented by its eye-clean clarity, free from visible inclusions. This sapphire's exceptional quality and brilliance are further accentuated by its precise oval step cut, which enhances the stone's natural beauty and depth. Sourced from Sri Lanka, a region celebrated for producing some of the finest sapphires in the world, this gem embodies the pinnacle of elegance and luxury. Ideal for fine jewelry, this 4.39-carat Cornflower Blue Sapphire is perfect for creating an exquisite centerpiece in a ring, pendant, or other bespoke pieces. Its captivating color and impeccable clarity make it a highly sought-after gemstone, destined to be cherished for generations.",7443189498065,42169649856721,http://jngems.com/cdn/shop/files/cornflower-blue-sapphire-435-486599.jpg?v=1746414829,,2025-09-02T05:33:04.440493+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/cornflower-blue-sapphire-3-26,Cornflower Blue Sapphire 3.26,jngems,"Rs 685,800.00",685800.0,,,LKR,True,False,3.26,Eye Clean,10x7.5mm mm,Cornflower Blue,Oval Step,Sri Lanka,true,,JNBS326,Cornflower Blue sapphire,,"Weight (carat): 3.26 Clarity: Eye Clean Size: 10x7.5mm mm Colour: Cornflower Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS326 Cornflower Blue sapphire Weight : 3.26 carat Size : 10x7.50mm Shape & cut : Step / Flower Brilliant Clarity : Eye clean Treatment : Heated The 3.26-carat Cornflower Blue Sapphire is an exquisite gemstone with a stunning, vivid blue color that captures the essence of a perfect cornflower. This eye-clean stone, free from visible inclusions, showcases exceptional clarity that enhances its brilliance and appeal. Cut into an elegant oval step cut, this sapphire reveals a sophisticated symmetry and a polished finish that highlights its natural beauty. Originating from Sri Lanka, known for producing some of the world's finest sapphires, this Cornflower Blue Sapphire is a rare find. Its vibrant hue, combined with its size and clarity, makes it a highly desirable piece for collectors and jewelry enthusiasts. Whether set in a ring, pendant, or any other jewelry piece, this beautiful stone is sure to be a standout, exuding elegance and timeless charm.",7443180028113,42169611682001,http://jngems.com/cdn/shop/files/cornflower-blue-sapphire-326-146941.jpg?v=1746414811,,2025-09-02T05:33:06.978486+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-2-60-carat,Blue Sapphire 2.60 carat,jngems,"Rs 425,400.00",425400.0,,,LKR,True,False,2.60,Eye Clean,8.1x7.5 mm,Cornflower Blue,Oval Step,Sri Lanka,true,,,Cornflower Blue sapphire,,"Weight (carat): 2.60 Clarity: Eye Clean Size: 8.1x7.5 mm Colour: Cornflower Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: Cornflower Blue sapphire Weight : 2.60 carat Size : 8.1x7.5mm Shape & cut : Step / Flower Brilliant Clarity : eye clean Treatment : Heated This stunning Ceylon sapphire weighs 2.60 carats and measures8.1x7.5 mm. Its step and flower brilliant cut enhances its natural beauty, showcasing a mesmerizing cornflower blue hue. Loupe clean clarity ensures there are no visible inclusions, and the gemstone has been heated to enhance its vibrant color and brilliance. This exquisite sapphire is a perfect choice for fine jewelry, offering a timeless and elegant addition to any collection.",7443178127569,42169603195089,http://jngems.com/cdn/shop/files/blue-sapphire-260-carat-681829.jpg?v=1746414853,,2025-09-02T05:33:08.960209+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/blue-sapphire-1,Blue sapphire,jngems,"Rs 234,300.00",234300.0,,,LKR,True,False,1.67,Eye Clean,8.5x5.8 mm,Medium Blue,Oval Step,Sri Lanka,true,,JNBS167.1,Weight : 1.67 carat Size : 8.5x5.80mm Shape & cut : Step Brilliant Clarity : Loupe clean Treatment : Heated,,Weight (carat): 1.67 Clarity: Eye Clean Size: 8.5x5.8 mm Colour: Medium Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS167.1 Blue sapphire Weight : 1.67 carat Size : 8.5x5.80mm Shape & cut : Step Brilliant Clarity : Loupe clean Treatment : Heated,7442664620241,42167978492113,http://jngems.com/cdn/shop/files/blue-sapphire-876077.jpg?v=1746414840,,2025-09-02T05:33:11.535828+00:00
blue-sapphire,Collection: Blue Sapphire,https://jngems.com/collections/blue-sapphire,https://jngems.com/products/cornflower-blue-sapphire-1-60-carat,Cornflower Blue Sapphire 1.60 carat,jngems,"Rs 197,300.00",197300.0,,,LKR,True,False,1.97,Eye Clean,8.2x7.1x4 mm,Royal Blue,Oval Step,Sri Lanka,true,,JNBS167,Cornflower Blue sapphire,,"Weight (carat): 1.97 Clarity: Eye Clean Size: 8.2x7.1x4 mm Colour: Royal Blue Shape and Cut: Oval Step Origin: Sri Lanka Heated: true Certificate: SKU: JNBS167 Cornflower Blue sapphire Weight : 1.60 carat Size : 7.5 x 5.85 x 4.0 mm Shape & cut : Step / Flower Brilliant Clarity : loupe clean Treatment : Heated This exquisite 1.60 carat cornflower blue Ceylon sapphire, measuring 7.5 x 5.85 x 4.0 mm, features a unique step and flower brilliant cut. With loupe clean clarity and enhanced through heating, this sapphire showcases a vibrant cornflower blue hue. Its exceptional brilliance and pristine quality make it an ideal choice for elegant fine jewelry.",7442039898321,42165168603345,http://jngems.com/cdn/shop/files/cornflower-blue-sapphire-160-carat-822004.jpg?v=1746414802,,2025-09-02T05:33:14.212950+00:00
